0x0056d1fd2ca3c0f3a7b6ed6cdd1f1f104b4bf9a9;199,230749
0x0160afff7a7a824429a8202995d03239d2d418fa;678,9173901
0x0202ed9ff0d505f9b064a610199a001cef9977bd;52
0x02323dd1136f5d6315ef0680ed459e468a51d9a7;16,84193543
0x028bf0e4d1c856d45df77b135e5083e46fe99678;0
0x035b5004ef2eb2928b40c315ba4cee12e2d74926;2,048287036
0x0493e8fa21fe7ab21f5caae95b207ace7c4a1799;2,883581384
0x065823e171f037b889c4e1029e8aa34d6b134307;43,11791111
0x065bdfb906d34bbf1bcf30030c9f8f2aabfc5c22;37,75125325
0x07474501d782b3ba2f9280a1b9c99faee27ff9b7;11,1293729
0x077b89835d729283bdcce39840df5b063bc1159f;29,62338186
0x07cb3ed5a2beed349a83ebdcc60582434e046eec;1527,568579
0x099b8e06be2bdc25cda14b5bd843660459a01131;20,12126631
0x09bf76d58ddaf9e569392cbfb7b1214592ac5ccf;390,1289919
0x0b2df028c26ba1f58e6ea282b2a1d515d99ae282;9,373533032
0x0c1770ff4bf74ea3e06899ef45ba3057dd6796e8;13,11659339
0x0d93bc9654df5a50e0e65df55d09ba7b47fb95cd;20,18
0x0da9d6325bb7b427d4af369fa65f07b2ca14b1f3;9,295759955
0x0e457324f0c6125b20392341cdeb7bf9bcb02322;2240,070767
0x0eb614e88d6765ecf292ea1352cacc3f3350dceb;28,55160603
0x0fc84e15aeb7907a76a221169d80d3eb06cdb44b;283,7071564
0x11573e51f776160d5fdbf6b2ce2249a754c55062;0
0x123b3c2551629f59ba26656c7e267c53fb4cb867;20,80993038
0x12ee827ae3b9390560eec8d6ac1685d8df99faf4;1101,998537
0x13526967cadfd180c27a4392a46a30c573088bee;2000,198546
0x1429d9d28c774b16a7d89f20b961d53aab4590d9;5,488020157
0x14f472dc0294752691fbd925d6ba2bf51d9be1fa;272,3285688
0x1512c7c4a4266dc9a56b1f21c8cb19e13410e684;2000
0x152b8c153e4f18bfe1cb3f2eaa563813c758e279;6,9393
0x1549457a9a7215d9ac020378d60396f7a9adbf6f;12,18694788
0x160bf864d8df8a9d6d3405c2041e2b6e355817fc;905,8612232
0x168fa4917e7cd18f4ed3dc313c4975851ca9e5e7;19272,83893
